Event	ID	Name			Wwise Object Path	Notes
	1002703731	Voiceline			\Default Work Unit\Voiceline	

Switch Group	ID	Name			Wwise Object Path	Notes
	408582676	Types			\Default Work Unit\Types	
	1493036792	Roles			\Default Work Unit\Roles	

Switch	ID	Name	Switch Group			Notes
	993089949	LevelPanel	Types			
	1593864692	Defeat	Types			
	1825909681	AllyDead	Types			
	1941003890	Wave	Types			
	2030840469	Kill	Types			
	2227248325	CharacterSelected	Types			
	2716678721	Victory	Types			
	2745196565	HealAlly	Types			
	2766121599	Ride	Types			
	3013823463	EnergySelf	Types			
	3178938455	EnergyAlly	Types			
	3506714309	HealSelf	Types			
	313898792	PYROMANIAC	Roles			
	778039303	HACKER	Roles			
	1842327993	PILOT	Roles			
	2550763292	SNIPER	Roles			
	3142410969	MEDIC	Roles			

Game Parameter	ID	Name			Wwise Object Path	Notes
	133642231	General			\Default Work Unit\General	
	1002703731	Voiceline			\Default Work Unit\Voiceline	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	70680863	Max_LevelPanel_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Max_LevelPanel_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pyromaniac\LevelPanel\Max_LevelPanel_01_FXLoud		891292
	77536050	Ivan_Victory_03_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_Victory_03_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\Victory\Ivan_Victory_03_FXLoud		253068
	87611756	Max_Ride_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Max_Ride_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pyromaniac\Ride\Max_Ride_01_FXLoud		828544
	90825183	Henrick_HealAlly_03_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Henrick_HealAlly_03_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pilot\HealAlly\Henrick_HealAlly_03_FXLoud		634564
	96440283	Prya_Wave_02-RadioFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Prya_Wave_02-RadioFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Medic\Wave\Prya_Wave_02-RadioFX		546048
	99742309	Ivan_EnergyAlly_02_RadioFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_EnergyAlly_02_RadioFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\EnergyAlly\Ivan_EnergyAlly_02_RadioFX		306492
	119034671	Max_AllyDead_02_InHeadFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Max_AllyDead_02_InHeadFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pyromaniac\AllyDead\Max_AllyDead_02_InHeadFX		391284
	124142445	Henrick_Wave_02_RadioFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Henrick_Wave_02_RadioFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pilot\Wave\Henrick_Wave_02_RadioFX		497928
	126844016	Prya_Wave_03-RadioFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Prya_Wave_03-RadioFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Medic\Wave\Prya_Wave_03-RadioFX		677888
	134585756	Prya_EnergyAlly_01-RadioFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Prya_EnergyAlly_01-RadioFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Medic\EnergyAlly\Prya_EnergyAlly_01-RadioFX		343292
	148852018	Ivan_CharacterSelected_01_InHeadFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_CharacterSelected_01_InHeadFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\CharacterSelected\Ivan_CharacterSelected_01_InHeadFX		675572
	150229547	Ivan_Wave_03_RadioFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_Wave_03_RadioFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\Wave\Ivan_Wave_03_RadioFX		397148
	150655717	Ines_Wave_03-RadioFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ines_Wave_03-RadioFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Hacker\Wave\Ines_Wave_03-RadioFX		584692
	150846564	Ivan_Kill_03_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_Kill_03_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\Kill\Ivan_Kill_03_FXLoud		195660
	157138723	Ines_AllyDead_02-InHeadFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ines_AllyDead_02-InHeadFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Hacker\AllyDead\Ines_AllyDead_02-InHeadFX		648580
	175677675	Ivan_EnergySelf_03_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_EnergySelf_03_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\EnergySelf\Ivan_EnergySelf_03_FXLoud		314160
	176422894	Prya_HealAlly_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Prya_HealAlly_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Medic\HealAlly\Prya_HealAlly_01_FXLoud		564904
	178282464	Ivan_AllyDead_03_InHeadFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_AllyDead_03_InHeadFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\AllyDead\Ivan_AllyDead_03_InHeadFX		338872
	191876243	Max_AllyDead_01_InHeadFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Max_AllyDead_01_InHeadFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pyromaniac\AllyDead\Max_AllyDead_01_InHeadFX		453020
	198368169	Ines_EnergySelf_02_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ines_EnergySelf_02_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Hacker\EnergySelf\Ines_EnergySelf_02_FXLoud		444752
	202858468	Max_EnergyAlly_02_RadioFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Max_EnergyAlly_02_RadioFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pyromaniac\EnergyAlly\Max_EnergyAlly_02_RadioFX		769996
	211601658	Ivan_Defeat_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_Defeat_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\Defeat\Ivan_Defeat_01_FXLoud		424804
	217325200	Prya_HealSelf_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Prya_HealSelf_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Medic\HealSelf\Prya_HealSelf_01_FXLoud		454972
	219688551	Ivan_Kill_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_Kill_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\Kill\Ivan_Kill_01_FXLoud		212100
	220886333	Henrick_Defeat_02_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Henrick_Defeat_02_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pilot\Defeat\Henrick_Defeat_02_FXLoud		686620
	221088988	Prya_Kill_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Prya_Kill_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Medic\Kill\Prya_Kill_01_FXLoud		330548
	224369433	Ivan_Ride_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_Ride_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\Ride\Ivan_Ride_01_FXLoud		374448
	225698452	Ivan_Victory_02_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_Victory_02_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\Victory\Ivan_Victory_02_FXLoud		332248
	226530420	Max_EnergySelf_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Max_EnergySelf_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pyromaniac\EnergySelf\Max_EnergySelf_01_FXLoud		581400
	235890749	Prya_LevelPanel_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Prya_LevelPanel_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Medic\LevelPanel\Prya_LevelPanel_01_FXLoud		366344
	235906597	Ivan_HealAlly_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_HealAlly_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\HealAlly\Ivan_HealAlly_01_FXLoud		321312
	236876170	Max_HealAlly_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Max_HealAlly_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pyromaniac\HealAlly\Max_HealAlly_01_FXLoud		425388
	243544485	Prya_Victory_02_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Prya_Victory_02_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Medic\Victory\Prya_Victory_02_FXLoud		447960
	252405609	Ines_Defeat_03_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ines_Defeat_03_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Hacker\Defeat\Ines_Defeat_03_FXLoud		648312
	258495533	Ines_Wave_01-RadioFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ines_Wave_01-RadioFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Hacker\Wave\Ines_Wave_01-RadioFX		625496
	268778007	Ivan_HealSelf_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_HealSelf_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\HealSelf\Ivan_HealSelf_01_FXLoud		188996
	269891574	Ines_Kill_02_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ines_Kill_02_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Hacker\Kill\Ines_Kill_02_FXLoud		397612
	272828815	Max_EnergyAlly_03_RadioFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Max_EnergyAlly_03_RadioFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pyromaniac\EnergyAlly\Max_EnergyAlly_03_RadioFX		787552
	285454659	Henrick_HealAlly_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Henrick_HealAlly_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pilot\HealAlly\Henrick_HealAlly_01_FXLoud		340644
	286331592	Henrick_EnergyAlly_01-RadioFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Henrick_EnergyAlly_01-RadioFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pilot\EnergyAlly\Henrick_EnergyAlly_01-RadioFX		254912
	300023026	Henrick_EnergySelf_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Henrick_EnergySelf_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pilot\EnergySelf\Henrick_EnergySelf_01_FXLoud		570372
	319189896	Max_CharacterSelected_02_InHeadFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Max_CharacterSelected_02_InHeadFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pyromaniac\CharacterSelected\Max_CharacterSelected_02_InHeadFX		412388
	335774877	Ivan_Kill_02_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_Kill_02_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\Kill\Ivan_Kill_02_FXLoud		221580
	347014318	Ines_HealAlly_02_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ines_HealAlly_02_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Hacker\HealAlly\Ines_HealAlly_02_FXLoud		478576
	355291604	Prya_Wave_01-RadioFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Prya_Wave_01-RadioFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Medic\Wave\Prya_Wave_01-RadioFX		508644
	355302934	Henrick_EnergySelf_03_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Henrick_EnergySelf_03_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pilot\EnergySelf\Henrick_EnergySelf_03_FXLoud		359404
	383675652	Prya_AllyDead_01_InHeadFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Prya_AllyDead_01_InHeadFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Medic\AllyDead\Prya_AllyDead_01_InHeadFX		628292
	387107002	Prya_Defeat_02_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Prya_Defeat_02_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Medic\Defeat\Prya_Defeat_02_FXLoud		338804
	390805620	Max_Kill_04_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Max_Kill_04_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pyromaniac\Kill\Max_Kill_04_FXLoud		416736
	399278646	Henrick_Kill_02_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Henrick_Kill_02_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pilot\Kill\Henrick_Kill_02_FXLoud		276536
	401237013	Prya_AllyDead_03_InHeadFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Prya_AllyDead_03_InHeadFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Medic\AllyDead\Prya_AllyDead_03_InHeadFX		936596
	407977081	Henrick_EnergyAlly_02-RadioFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Henrick_EnergyAlly_02-RadioFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pilot\EnergyAlly\Henrick_EnergyAlly_02-RadioFX		570892
	417142917	Prya_EnergySelf_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Prya_EnergySelf_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Medic\EnergySelf\Prya_EnergySelf_01_FXLoud		283816
	427027296	Ivan_HealAlly_02_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_HealAlly_02_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\HealAlly\Ivan_HealAlly_02_FXLoud		493748
	428507330	Prya_Victory_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Prya_Victory_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Medic\Victory\Prya_Victory_01_FXLoud		497312
	430013882	Max_Defeat_02_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Max_Defeat_02_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pyromaniac\Defeat\Max_Defeat_02_FXLoud		584256
	440077067	Henrick_CharacterSelected_02_InHeadFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Henrick_CharacterSelected_02_InHeadFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pilot\CharacterSelected\Henrick_CharacterSelected_02_InHeadFX		467816
	442382548	Henrick_Wave_03_RadioFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Henrick_Wave_03_RadioFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pilot\Wave\Henrick_Wave_03_RadioFX		731280
	458432933	Henrick_AllyDead_01-InHeadFX	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Henrick_AllyDead_01-InHeadFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Pilot\AllyDead\Henrick_AllyDead_01-InHeadFX		635676
	465089640	Ines_EnergySelf_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ines_EnergySelf_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Hacker\EnergySelf\Ines_EnergySelf_01_FXLoud		392628
	469815539	Prya_HealSelf_02_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Prya_HealSelf_02_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Medic\HealSelf\Prya_HealSelf_02_FXLoud		513008
	474096138	Ivan_LevelPanel_01_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_LevelPanel_01_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\LevelPanel\Ivan_LevelPanel_01_FXLoud		328176
	477875801	Ivan_HealSelf_02_FXLoud	C:\Users\Noa\Perforce\NoaLittlePc\MissionAetheria\MissionAetheria_WwiseProject\.cache\Mac\SFX\Ivan_HealSelf_02_FXLoud_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOICELINE\Roles\Sniper\HealSelf\Ivan_HealSelf_02_FXLoud		220256
